genre,meanTempogram,stdTempogram,varTempogram,meanMFCC_1,stdMFCC_1,varMFCC_1,meanMFCC_2,stdMFCC_2,varMFCC_2,meanMFCC_3,stdMFCC_3,varMFCC_3,meanMFCC_4,stdMFCC_4,varMFCC_4,meanMFCC_5,stdMFCC_5,varMFCC_5,meanMFCC_6,stdMFCC_6,varMFCC_6,meanMFCC_7,stdMFCC_7,varMFCC_7,meanMFCC_8,stdMFCC_8,varMFCC_8,meanMFCC_9,stdMFCC_9,varMFCC_9,meanMFCC_10,stdMFCC_10,varMFCC_10,meanMFCC_11,stdMFCC_11,varMFCC_11,meanMFCC_12,stdMFCC_12,varMFCC_12,meanMFCC_13,stdMFCC_13,varMFCC_13,meanSpectralCentroid,stdSpectralCentroid,varSpectralCentroid,meanZeroCrossingRate,stdZeroCrossingRate,varZeroCrossingRate,meanChromaFrequencies,stdChromaFrequencies,varChromaFrequencies,meanSpectralRollOff,stdSpectralRollOff,varSpectralRollOff,meanSpectralBandwidth,stdSpectralBandwidth,varSpectralBandwidth,meanSpectralContrast,stdSpectralContrast,varSpectralContrast,meanSpectralFlatness,stdSpectralFlatness,varSpectralFlatness
reggae,0.1426452395691012,0.1772613441710662,0.03142158413733319,-70.058136,56.079807,3144.9448,54.370975,28.544333,814.77893,15.569382,27.364275,748.8035,19.790174,16.517742,272.8358,27.015215,14.251235,203.09769,13.236807,13.075749,170.97522,0.6848603,13.796409,190.3409,10.065896,11.039321,121.866615,6.683065,10.607673,112.52273,-0.3057618,10.933869,119.5495,2.9682732,11.016121,121.35492,6.0125837,8.161228,66.605644,1.0904869,9.151502,83.74998,3094.3909521437877,1026.3726169037448,1053440.7487298413,0.10086425403615623,0.08718661697792367,0.007601506180055167,0.41666585,0.3140472,0.09862564,6946.198316959107,1857.6270725670129,3450778.3407338904,3136.002321015292,445.6437110381969,198598.3171878959,20.155147092037677,5.353639727120604,28.661458327803977,0.033007972,0.051426284,0.0026446625
reggae,0.11610219095565233,0.1541751276426332,0.023769969983622234,-66.063065,83.590706,6987.4062,97.88207,42.455517,1802.471,-18.832134,23.852053,568.9204,26.938536,17.49625,306.11874,14.007006,15.798692,249.59866,6.009,15.500146,240.25452,9.442323,13.046088,170.20041,10.566964,10.287297,105.828476,-0.145065,11.356238,128.96414,8.124061,10.212314,104.29135,10.530971,12.124079,146.99329,7.996668,10.45672,109.343,3.8080115,8.0329,64.52748,2081.122071364067,938.9912243312227,881704.5193710485,0.08282126111755607,0.052528760044748796,0.0027592706318387973,0.3758746,0.30897337,0.09546455,4361.722658515806,2061.80431550332,4251037.035428114,2264.7224331340813,662.7652409432648,439257.7646025838,18.137628861639016,4.316422225166113,18.631500825907978,0.02577845,0.04639598,0.002152587
reggae,0.13243655560371084,0.16132519692364747,0.026025819162453636,-162.47736,77.937675,6074.2812,98.506935,32.561573,1060.256,-1.6438144,23.79281,566.09784,20.825224,19.063435,363.41455,12.042279,17.828156,317.84314,11.752096,13.710007,187.96428,6.091518,11.8122425,139.52908,4.96957,10.149389,103.0101,1.6865855,10.749295,115.54735,3.0405064,9.195282,84.55321,-0.8701565,8.540257,72.936005,4.1169558,8.227958,67.699295,3.4194496,8.228785,67.7129,2173.790199981531,955.1049031156261,912225.3759555096,0.08315697807907967,0.05533794799616163,0.003062288488425889,0.3703933,0.3053194,0.09321994,4706.770172473173,2158.702367173233,4659995.910039321,2460.293289414361,599.2252926583053,359070.9513614316,17.85427415369869,4.234912654535952,17.93448519154874,0.02777941,0.053444408,0.0028563046
reggae,0.13119847018129238,0.17639107802128817,0.031113812405512167,-75.21107,50.25556,2525.6213,44.851074,22.412508,502.32053,10.090386,17.93293,321.59,1.155494,18.009924,324.3574,1.152158,13.635205,185.91882,-3.1285121,14.332371,205.41684,0.13360502,13.071442,170.8626,0.057856414,10.460304,109.41797,-3.4586189,10.368394,107.5036,0.1037727,9.9239855,98.4855,-1.9272649,9.070279,82.269966,-2.3091776,8.745029,76.47553,-0.06556702,8.474818,71.82254,3881.1260227531525,697.2592758693319,486170.4977858251,0.18918764803267596,0.0851913648154621,0.007257568639121155,0.37554204,0.30619752,0.09375692,8217.298467861803,869.1125125842925,755356.5595305819,3361.7991841177823,239.7332774831258,57472.044332801386,18.551628228220096,5.055972601407586,25.56285894618419,0.10340364,0.07710903,0.0059458027
reggae,0.1372450928509679,0.16793802039585634,0.028203178694479063,-155.58315,67.47739,4553.1978,57.038113,43.866047,1924.2302,-35.309746,28.060951,787.41693,33.295895,14.987628,224.62898,-14.187591,12.543107,157.32953,25.26532,15.5918045,243.10435,2.5263436,12.88383,165.99309,4.252801,8.324396,69.29557,8.490736,9.0354395,81.63916,4.5747023,7.3324666,53.765064,2.8324397,7.401456,54.781548,2.5824127,8.441944,71.266426,2.8318622,7.8335185,61.36401,3002.494625958869,1042.1716413496083,1086121.7300333364,0.1863670968677494,0.11088285781033186,0.012295008156186274,0.47624266,0.30173117,0.09104171,5250.537675826567,1229.8099594094215,1512432.536262603,2214.0212968413875,319.8209669456116,102285.45089802597,16.837587882924623,4.788044964226448,22.925374579454246,0.05694012,0.06044702,0.003653842
reggae,0.1220684234973426,0.15901623275035812,0.025286162278116062,-147.05556,59.42812,3531.7014,120.133255,30.889673,954.1719,-21.609074,20.730598,429.75772,39.656715,18.36154,337.14612,6.9322424,13.323932,177.52716,15.089685,12.911025,166.69456,-1.0239892,13.974326,195.28178,15.946127,11.021985,121.484146,2.536824,11.283459,127.31644,4.493649,10.887131,118.52961,0.004241212,10.477768,109.783615,4.3295503,9.790466,95.85323,4.6404495,8.2648115,68.307106,1628.9791058659616,578.9967280068345,335237.21104262024,0.06708825768561485,0.0357769551178465,0.0012799905175044032,0.38932496,0.30513677,0.093108445,3221.828494326421,1194.2082539248001,1426133.35374212,1886.1634128667827,384.7546021421482,148036.10386956274,19.84023199685689,5.18519099482899,26.886205652855658,0.008875977,0.018278418,0.00033410054
reggae,0.15463910011060203,0.1835664084731772,0.033696626319741345,-169.0167,54.80599,3003.6963,79.51712,27.203678,740.0401,15.224055,20.890493,436.4127,42.748604,18.192343,330.96133,7.6747274,13.30896,177.12842,17.031721,10.055936,101.12185,-5.987884,10.682652,114.11906,0.5360963,8.341948,69.5881,0.05442613,8.626412,74.414986,-0.9561837,9.411662,88.57939,0.8301567,8.895282,79.126045,-1.5881668,7.4414415,55.37505,-2.8959403,7.796956,60.792526,2322.1698475078733,873.4789934667622,762965.5520277079,0.08096405524941995,0.05150919412225885,0.0026531970791245454,0.32428867,0.3197059,0.10221187,5158.984091774217,1762.3242848193402,3105786.8848639987,2592.6496472130007,474.14144878848526,224810.11345924382,18.91823445349529,4.6351032163882,21.484181826572232,0.023741685,0.0361595,0.0013075094
reggae,0.1624886869092798,0.19235111770565388,0.03699895248261432,-159.90152,51.322613,2634.0107,92.84688,25.147392,632.39136,-28.743677,23.439886,549.4283,31.435669,16.392014,268.6981,-6.624184,19.238152,370.10645,12.659293,11.185183,125.108315,0.86252105,11.103795,123.29427,10.955179,10.8097315,116.85029,-2.0856833,9.795,95.94203,3.6677675,8.645858,74.750854,3.5636513,9.500102,90.25194,0.32764503,7.432037,55.235172,8.555529,8.677229,75.294304,2313.837204027342,559.6505550497069,313208.743767445,0.12383575321442382,0.04820220981173436,0.0023234530307344606,0.3979016,0.2988318,0.08930043,4503.686919953596,1119.823452541429,1254004.5648618063,2179.842953889005,366.984289698671,134677.46888563805,18.154805312725568,4.389526816245724,19.26794567054033,0.02254704,0.027724624,0.00076865475
reggae,0.12855971501734914,0.16091110469261022,0.025892383613396165,-174.84598,62.643944,3924.2637,79.33829,24.789263,614.50757,-24.309269,27.965698,782.0803,17.974194,18.89813,357.13934,24.49746,16.16912,261.44046,15.721484,11.237716,126.28626,7.4674153,12.696482,161.20065,4.228151,9.879518,97.60486,3.9250464,9.603532,92.22783,4.8103576,9.631303,92.761986,2.7691038,9.257635,85.703804,1.7302078,8.192149,67.111305,-2.3367012,8.955987,80.20971,2479.6656661783977,828.4400921176483,686312.9862278977,0.105634531491686,0.05755663168893177,0.003312765851375345,0.43346694,0.289391,0.08374716,4991.439783932715,1928.8825696256938,3720587.96740582,2521.328371259939,546.0360252256366,298155.34084421204,18.312942015298443,4.099836954608364,16.808663054372385,0.033834472,0.052115876,0.0027160645
reggae,0.17960617534493883,0.2041650552750557,0.04168336979546655,-285.81232,87.213715,7606.232,138.70361,37.64269,1416.972,19.84424,31.788239,1010.49207,35.236954,20.924349,437.8284,-8.027189,18.399704,338.54907,7.0856376,12.525081,156.87766,5.403483,16.135456,260.35294,-3.191105,9.071192,82.28652,-1.1556779,10.083472,101.67641,3.1936195,10.247354,105.00826,1.4858727,11.278929,127.21423,-4.054584,11.0032425,121.07134,-6.3348546,12.202201,148.8937,1366.30603509098,684.1402912867824,468047.93816196336,0.0711814367024362,0.05241086927815514,0.002746899218491866,0.3267012,0.30240786,0.09145052,2528.327789660673,1608.807878389981,2588262.7895696717,1736.6468906938685,430.4715601455046,185305.76409410482,21.102860275801227,5.484720599033854,30.082160049466275,0.0027181841,0.00923749,8.533122e-05
reggae,0.10147114437009584,0.1422067907208302,0.020222771327117996,-105.65565,95.28688,9079.59,76.061005,42.6032,1815.0325,19.503725,27.122213,735.6145,36.748367,17.290123,298.94833,3.7691278,15.463116,239.10794,11.682267,13.632199,185.83687,0.07917822,11.049614,122.09397,7.104076,10.940337,119.69098,7.6808295,11.795837,139.14177,10.45565,11.222479,125.94402,0.9845486,11.078355,122.72994,-2.1799805,8.669018,75.15187,-1.5101478,9.366549,87.73222,2456.1378121301186,1216.1526102381786,1479027.1713891353,0.08823842626160093,0.07633216341076456,0.005826599170967664,0.44055453,0.30711228,0.09431794,5026.08775694243,2321.8352013779913,5390918.702357978,2559.8220808021674,559.831831637442,313411.6797145332,18.069492039755986,4.760695579623349,22.664222401845297,0.037282668,0.05991876,0.0035902578
reggae,0.12465911399852574,0.1554402466038436,0.024161670264263708,-194.73465,77.948006,6075.8916,83.06122,37.412277,1399.6785,-0.76278764,22.218475,493.6606,32.32048,19.466465,378.94327,2.794226,14.755887,217.7362,23.182392,12.135037,147.25912,2.9927297,17.085154,291.90247,14.24174,9.961222,99.22594,8.548837,10.513763,110.53922,10.435962,12.527051,156.92702,7.0649824,10.522583,110.72475,8.808733,9.008921,81.16066,1.413379,7.9567657,63.31012,2104.4628968567395,947.2006791583847,897189.1265981052,0.07783120045436968,0.05574636880279194,0.0031076576346968946,0.3585075,0.31664428,0.100263596,4305.966151120215,1797.4904350366387,3230971.864048205,2311.178742326257,443.4057813026582,196608.68689262075,19.866874523412992,4.9129385413075175,24.136965110664836,0.019907512,0.042264782,0.0017863119
reggae,0.09016976414860393,0.14575213756883673,0.02124368560588511,-238.9192,76.67334,5878.8013,132.33087,28.226961,796.7613,-0.075442664,24.127785,582.14996,41.219055,15.469966,239.31985,2.4168174,15.835978,250.7782,19.080687,15.496246,240.13365,7.968865,14.065707,197.84412,19.941566,9.690349,93.90286,-0.62087524,10.106675,102.14488,11.091235,11.153739,124.40588,-1.7129136,8.686185,75.449814,9.932831,8.542536,72.97492,3.0214515,8.115686,65.864365,1291.3256533234212,688.1020348176069,473484.410320131,0.04460126341357309,0.02845139833136239,0.0008094820670098506,0.4706398,0.29717183,0.08831109,2743.293440037703,1723.6802379408919,2971073.5626679696,1746.6323501736913,537.3739542012859,288770.76665392565,21.2362552371961,7.4736169691986944,55.854950602294686,0.0029881913,0.007265492,5.278737e-05
reggae,0.1714337424323856,0.19729559918883843,0.03892555345928279,-105.8979,44.462296,1976.8956,88.18377,27.370407,749.1392,19.293041,22.009571,484.4212,30.603642,15.740474,247.76251,9.997768,14.648197,214.56967,17.92775,10.211788,104.28061,3.6731987,9.554177,91.28231,8.917613,8.65969,74.99023,5.8576007,8.404478,70.63525,8.852504,8.702143,75.72728,5.619667,7.3924265,54.647972,10.515201,6.084207,37.01758,5.924942,7.009543,49.133694,2148.196262118475,808.6679463311092,653943.8474233737,0.05099348052010828,0.029618583123353998,0.0008772604662350302,0.45434636,0.30493674,0.092986405,5024.82207756308,1830.9388655871498,3352337.129517559,2665.1022043465505,513.4891746635593,263671.1324966633,17.96993518490022,4.802203010975174,23.061153758619025,0.012217656,0.016667314,0.00027779938
reggae,0.15175251949259166,0.18226688103552535,0.033221215922418355,-67.06287,53.111027,2820.7812,80.68954,30.981289,959.8403,-43.871212,17.556784,308.24066,57.72737,8.303258,68.94409,-12.792742,8.198001,67.20722,33.58746,8.390597,70.40213,-7.736653,7.425308,55.1352,14.1202965,7.3582177,54.143368,-1.2341189,8.305837,68.986916,7.4195065,6.8165417,46.46524,-2.040987,6.4644775,41.789467,6.100952,6.9182396,47.862038,-6.632663,6.585168,43.364433,2467.092359992306,673.9129074864685,454158.60687686544,0.13959632395591648,0.0645375357670517,0.004165093522883479,0.43110606,0.286302,0.08196883,4706.9866702617455,808.5498934188732,653752.9301476713,2006.39110816686,175.92549288059286,30949.77904527953,21.072113525955807,6.934693768680299,48.08997766537337,0.02125473,0.029663984,0.0008799519
reggae,0.13508701631310907,0.18389908305414768,0.0338188727481563,-142.82549,66.826546,4465.787,83.64071,31.50931,992.83655,21.93953,25.082872,629.1505,33.868603,17.207642,296.1029,4.6425056,17.082958,291.82748,4.1749,13.684797,187.27367,1.9529147,11.111323,123.4615,21.81364,9.099803,82.80642,-5.9511547,9.14353,83.60413,0.50323474,9.787908,95.80314,17.42156,9.153031,83.77798,-11.4276705,8.289898,68.722404,10.545053,8.480219,71.91411,2460.2803864725665,974.6877788497437,950016.2662390468,0.08037456798627224,0.05618000508222858,0.0031561929710392294,0.36262915,0.29823253,0.08894263,5228.021905814965,1784.1073832837171,3183039.1550874724,2682.8583691324447,423.06926924523503,178987.6065796972,19.2360000807415,4.472370793890878,20.002100518048124,0.020426936,0.027913148,0.0007791438
reggae,0.12321956014307996,0.1599520921389008,0.025584671779611413,-177.72803,77.67507,6033.417,113.60727,28.763588,827.344,2.3423805,22.298708,497.2324,35.809982,18.356262,336.9524,1.6219174,16.207102,262.67014,34.692963,12.354026,152.62196,-8.722159,16.24263,263.82303,16.268509,12.976638,168.39313,-9.320133,13.421525,180.13734,14.183674,11.204607,125.54323,-2.0610719,12.301954,151.33809,13.126955,11.467843,131.51141,-7.2490826,11.324191,128.2373,1637.7409720018807,757.9577715374764,574499.9834340573,0.056755803485112145,0.0478888125280492,0.002293338365346642,0.37074193,0.30808735,0.09491782,3614.580463312065,1818.9931649357247,3308736.134082885,2046.4237095725919,457.20799253638916,209039.1484391549,22.128574579672865,8.128031281794199,66.06489251782503,0.0031155013,0.0059580505,3.5498368e-05
reggae,0.13824302439305133,0.17075973394133573,0.029158886735715768,-150.92636,64.90169,4212.229,111.803,28.999012,840.94275,2.9273293,21.459166,460.49576,42.733227,14.26893,203.60237,-3.5899303,15.861752,251.59517,15.156658,9.884682,97.70693,3.4394965,11.198859,125.41445,0.192964,9.7117,94.31713,-4.7146034,9.571606,91.61564,3.8546546,9.557349,91.34292,-0.8910945,8.212047,67.43771,-5.3585696,7.7895994,60.677856,0.6897559,8.2981825,68.859825,1787.7487857416345,653.7541372066892,427394.47191486263,0.07597437222061099,0.03891516530814044,0.0015143900909598972,0.32262853,0.3019241,0.09115817,3807.7880859375,1302.9382624964273,1697648.115877209,2120.4404596330965,374.77033124392216,140452.80118067912,18.680517876359875,4.338267046426851,18.82056096611315,0.010571429,0.016864326,0.00028440548
reggae,0.11145702652190173,0.15329711396961254,0.02350000515141238,-243.7949,69.24293,4794.5825,123.336296,27.682943,766.3454,-15.565516,30.902185,954.94507,38.895226,22.285278,496.6336,6.501296,17.809307,317.17145,25.519703,12.778221,163.28293,3.039179,11.7447405,137.93892,17.186394,9.257831,85.707436,-0.22244756,9.327359,86.999626,8.982391,9.078702,82.42283,-2.4928038,7.47272,55.84155,6.767813,7.73548,59.837646,-3.4483192,7.0756855,50.065323,1510.6867183689128,576.4074148513089,332245.50789556897,0.06583149047757154,0.03832284993611255,0.0014686408272258013,0.4869205,0.29039383,0.08432857,3208.846953850058,1420.0940547321163,2016667.1242855033,1850.4347825442035,471.33678535440725,222158.36522822655,20.46405933297678,7.704172581700638,59.35427516862787,0.0037998254,0.00683759,4.6752637e-05
reggae,0.11438795636148583,0.15363789826010021,0.023604603781780906,-76.06505,61.558895,3789.4976,101.08292,17.478157,305.486,-11.60736,20.731195,429.78247,46.23532,11.67703,136.35303,-11.189789,8.83377,78.03549,31.384804,8.704729,75.772316,-9.450622,9.242753,85.42848,22.461994,7.4319215,55.233456,-16.792473,7.5319567,56.730373,15.963855,7.880004,62.094463,-9.504417,7.3343296,53.792393,11.795688,7.2400937,52.418957,-7.8439736,6.807143,46.3372,2118.7683462374644,474.2684457752552,224930.5586580762,0.07924770700406032,0.03587818885616024,0.0012872444355983008,0.4193257,0.28430283,0.08082809,4874.014714145882,1035.2923633416974,1071830.2775936371,2303.4496912941327,286.37223660208673,82009.05789648155,21.75352851028425,9.210606865800461,84.83527883633059,0.006463507,0.0056469566,3.1888118e-05
